email_text,hostname,scan_duration,host_up,alternate_ip_count,ip_address,common_web_ports_open,open_ports_count,latency,filtered_ports_count,open_ports,rdns_record,https_supported,services,host_found,interesting_url,asn_found,ip_found,email_type
"URL: http://scriptingnews.userland.com/backissues/2002/09/24#When:3:59:56PM
Date: Tue, 24 Sep 2002 22:59:56 GMTBruce Loebrich[1] has scraped RSS feeds for Google news, and a RSS 2.0 success 
story. In other words, it's okay to use the features in 2.0. We're doing it at 
UserLand and so is Bruce.[1] http://radio.weblogs.com/0104308/2002/09/24.html",", scriptingnews.userland.com","0.98, 119.89","0, 1",0,", 70.90.187.249","0, 1","0, 3",", 0.22","996, 0",", 8008, 3389, 80",", smtp.netversed.com",0,", ms-wbt-server, http",0,0,0,0,Safe Email
"URL: http://boingboing.net/#85481344
Date: Not suppliedAaron Swartz has written up a warchalking FAQ that addresses the shibboleths 
and paranoia about discovering, marking and using wireless connectivity.     Is that illegal?     Although I am not a lawyer, I don't think it's illegal to make chalk marks 
    on the sidewalk. I know a lot of hopscotch players who'd be worried if it 
    was...     Well, is it immoral?     Not at all! Warchalking is a helpful service to assist people in finding 
    something they need (an Internet connection).  Link[1] Discuss[2][1] http://www.warchalking.org/story/2002/9/22/223831/236
[2] http://www.quicktopic.com/boing/H/vsVYCTZE7hs","boingboing.net, www.quicktopic.com","42.45, 45.82","0, 1, 1","0, 3, 2","3.168.236.35, 104.22.40.69","0, 1, 1","5, 0, 3","0.054, 0.0077","996, 0, 994","80, 8008, 8080, 443, 8008, 80, 8443, 443",server-3-168-236-35.ist50.r.cloudfront.net,"0, 1, 1","https-alt, http-proxy, http, https, http, https","0, 2",0,0,0,Safe Email
"tmda.net/history.html:The first release of TMDA in April 2001 was essentially a rewrite of TMS in Python, April 2001 is earlier than July 26, 2001... prior art..from http://tmda.net/releases/old/ Parent Directory 19-Aug-2002 16:14 - README.MD5SUM 19-Aug-2002 16:14 4k tmda-0.01.tgz 22-Apr-2001 15:59 11k tmda-0.02.tgz 26-Apr-2001 12:06 12k tmda-0.02.txt 26-Apr-2001 12:50 1k tmda-0.10.tgz 27-Apr-2001 21:14 39k tmda-0.10.txt 30-Apr-2001 11:36 3k tmda-0.11.tgz 02-May-2001 17:17 38k tmda-0.11.txt 02-May-2001 17:06 3k tmda-0.12.tgz 10-May-2001 19:50 39k tmda-0.12.txt 10-May-2001 19:48 1k tmda-0.13.tgz 17-May-2001 15:53 39k tmda-0.13.txt 17-May-2001 15:57 2k tmda-0.14.tgz 24-May-2001 16:43 46k tmda-0.14.txt 24-May-2001 16:40 4k tmda-0.15.tgz 28-May-2001 15:20 47k tmda-0.15.txt 28-May-2001 15:20 1k tmda-0.20.tgz 06-Jun-2001 17:52 49k tmda-0.20.txt 06-Jun-2001 18:46 6k tmda-0.21.tgz 18-Jun-2001 18:32 51k tmda-0.21.txt 18-Jun-2001 18:31 2kTMDA was already at 0.21 8 days before filing for a patent..----- Original Message ----- From: ""Jason R. Mastaler"" To: ""Justin Mason"" Cc: ; Sent: Tuesday, August 27, 2002 11:34 AM Subject: [SAtalk] Re: patent on TMDA-like system jm@jmason.org (Justin Mason) writes:> Sounds a lot like TMDA to me. :( Filing date is July 26, 2001, > granted May 16, 2002. > > TMDAers, have you seen this before?No, but thanks for pointing it out.> I'd presume TMDA is prior art, but still, it could be troublesome...Yup. TMDA's core functionality was fully established before even the filing date.Anyone with experience in this area have a recommendation on whether this should be pursued or not? ------------------------------------------------------- This sf.net email is sponsored by: OSDN - Tired of that same old cell phone? Get a new here for FREE! https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390 _______________________________________________ Spamassassin-talk mailing list Spamassassin-talk@lists.sourceforge.net https://lists.sourceforge.net/lists/listinfo/spamassassin-talk","lists.sourceforge.net, www.inphonic.com","113.71, 43.32","0, 1, 1",0,"216.105.38.7, 204.235.124.180","0, 1, 0","0, 3, 1","0.008, 0.2","996, 0, 998","443, 8008, 80, 8008",", inphonic.com","0, 1, 0","http, https, http",0,0,0,0,Safe Email
"Looks and sounds a hell of a lot like Clare's cat, Violence...A tall tail or is it a prowling panther?
http://www.thisislocallondon.co.uk/news/weird/display.var.633939.Bizarre+London.0.html
Security cameras at the Gardiner house filmed the cat
The Plumstead panther has been spotted just yards from the scene of a 
sighting made three weeks ago but this time it was caught on camera.Steve Gardiner, 41, claims to have spotted the large cat in his garden in 
Upton Road, Plumstead, in the sixth reported sighting in Woolwich and Bexley 
in just four weeks.Mr Gardiner told News Shopper he watched the big cat as it walked alongside 
the house at about 7.15am, on Wednesday, September 25, while his security 
cameras captured it on film.The father-of-four described the black cat as about 3ft long and 
two-and-a-half-foot high, with a large body.He said: ""It prowled past the patio doors moving with all the mannerisms of 
a hunter.""It looked at me calmly before moving on.""The bricklayer told how his work colleagues let him know News Shopper had 
been following the big cat story so he decided to call our offices with news 
of the sighting.His wife, Karen, 41, later checked the tape which had captured grainy images 
of the large cat prowling through their garden.She said: ""I feel sorry for it not living in its natural habitat I'd hate 
for it to get hurt.""Mr Gardiner told how he is convinced of the cat's existence saying how their 
usually quiet 18-year-old dog barks at ""nothing"" in the garden but barked 
that morning.He warned: ""I don't think these cats are dangerous but, if cornered, they 
might jump you.""Sightings of the large black cat are being reported all over the Plumstead 
Common and Shooters Hill as well at the Bexley area.If you have seen the big cat, call News Shopper on 01689 885712.12:27 Tuesday 8th October 2002_________________________________________________________________
Send and receive Hotmail on your mobile device: http://mobile.msn.com
------------------------ Yahoo! Groups Sponsor ---------------------~-->
Sell a Home for Top $
http://us.click.yahoo.com/RrPZMC/jTmEAA/MVfIAA/7gSolB/TM
---------------------------------------------------------------------~->To unsubscribe from this group, send an email to:
forteana-unsubscribe@egroups.com Your use of Yahoo! Groups is subject to http://docs.yahoo.com/info/terms/","docs.yahoo.com, www.thisislocallondon.co.uk","0.07, 44.04, 65.95, 0.2","0, 1, 0","0, 1, 0, 0","76.223.84.192, 93.174.10.103","0, 1, 0","0, 0, 3","0.0033, 0.059","0, 0, 996, 951","443, 8008, 80, 443, 8008, 80",", a7de0457831fd11f7.awsglobalaccelerator.com","0, 1, 0","http, https, http, https","0, 0, 0, 2",0,0,0,Safe Email
"""Now
        is the time to take advantage of falling interest rates! There is no
        advantage in waiting any longer.""Refinance or consolidate high interest credit card
        debt into a low interest mortgage. Mortgage interest is tax deductible,
        whereas credit card interest is not.        You can save thousands of dollars over the course of your loan with just
        a 0.25% drop in your rate!        Our nationwide network of lenders have hundreds of different loan
        programs to fit your current situation:
        
Refinance
            Second Mortgage
            Debt Consolidation
            Home Improvement
            Purchase
Let
        us do the shopping for you...IT IS FREE!
        CLICK HERE""Please
        CLICK HERE  to fill out a quick form. Your request will be
        transmitted to our network of mortgage specialists who will respond with
        up to three independent offers.This service is 100% free to home owners and new home buyers without
        any obligation.
Visit the website to be taken out of this database.
National Averages
Program
Rate
30Year Fixed
6.375%
15Year Fixed
5.750%
5Year Balloon
5.250%
1/1Arm
4.250%
5/1Arm
5.625%
FHA30 Year Fixed
6.500%
VA 30 Year Fixed
6.500%""You did all the shopping for me. Thank you!
-T. N. Cap.
CA
""..You helped me finance a new home and I got a
      very good deal.
- R. H. H. CA
""..it was easy, and quick...!
-V. S. N. P. WA38191297
http://xent.com/mailman/listinfo/fork",xent.com,43.01,1,0,69.55.232.243,0,1,0.0054,998,8008,,0,http,0,0,0,0,Phishing Email
"On Thu, Aug 08, 2002 at 01:40:30PM +0100, Brian O'Donoghue wrote:
> One thing that really bugs me is when people say things like.
> 
> ""On the machies we have these days you don't have to worry about
>  writing optimised code"" or ""don't worry about writing
>  things inline, just use a function""Oops, I tend to feel like that most times! I tend to feel that if we
have extremely good compilation tools, then those tools should be able
to do the inlining and optimisation far better than I could. That's the
theory anyway :) And there's always a tradeoff with inlining between
speed and memory bloat (which may sometimes be no tradeoff if swap
starts getting involved...)Gary.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,0.03,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"Hi,
Does anyone use partitioning on a Linux server? What is the recommended solution? UML? 
Cheers,
Sorin-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie",,0.02,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"Some interesting quotes...http://www.postfun.com/pfp/worbois.html
Thomas Jefferson:""I have examined all the known superstitions of the word, and I do not
find in our particular superstition of Christianity one redeeming feature.
They are all alike founded on fables and mythology. Millions of innocent
men, women and children, since the introduction of Christianity, have been
burnt, tortured, fined and imprisoned. What has been the effect of this
coercion? To make one half the world fools and the other half hypocrites;
to support roguery and error all over the earth.""SIX HISTORIC AMERICANS,
by John E. Remsburg, letter to William Short
Jefferson again:""Christianity...(has become) the most perverted system that ever shone on
man. ...Rogueries, absurdities and untruths were perpetrated upon the
teachings of Jesus by a large band of dupes and importers led by Paul, the
first great corrupter of the teaching of Jesus.""",www.postfun.com,44.09,1,0,95.100.227.37,1,3,0.0035,996,"443, 8008, 80",a95-100-227-37.deploy.static.akamaitechnologies.com,1,"http, https",0,0,0,0,Safe Email
"Is there a relatively clean way to dynamically build comp files based on
the path of the current folder?  Yeah, I know exmh will pull the first comp in the path up from the
  current folder to the mail root, but that's not what I want.I'm starting to use plus addressing heavily as part of my SPAM controls.
Specifically I each mailing list with a list-specific address.  eg I would subscribe to this list as claw+exmh@kanga.nu or perhaps
  claw+exmh-users@kanga.nu instead of claw@kanga.nuHowever to do this I need a new set of comp files for each list folder.
As I'm subscribed to something just over 600 lists, that's rather a
pain.  I really don't want to go create and maintain ~1,800 comp files
(components, replcomps, replgroupcomps), especially not as I suspect
I'll be changing or adapting my naming pattern a few times as I adapt
various supporting tools.What would be great is if I could build the relevant comp file
dynamically at runtime.  That way I don't need to maintain a couple
thousand comp files, I just need to make my plus addresses
predictable/computable based (say) on the folder path.  eg I'm currently in folder:    +-Lists-/Products/Exmh-L    The script would dynamically build a compfile which had a From: of
    claw+exmh@kanga.nu for repl, comp, etc.  Similarly when in folder:    +-Lists-/Linux/SVLUG-L  I'd get a From: of claw+svlug@kanga.nuThat way I can use lookup tables for those folders which have multiple
lists being delivered into them.Any ideas how this might be done in an automatic/maintainable fashion?
It would be more than good enough if all I had to do was drop a tiny
FROM_HEADER file in each folder that somehow got picked up by the comp
file...-- 
J C Lawrence                
---------(*)                Satan, oscillate my metallic sonatas. 
claw@kanga.nu               He lived as a devil, eh?		  
http://www.kanga.nu/~claw/  Evil is a name of a foeman, as I live._______________________________________________
Exmh-users mailing list
Exmh-users@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-users",www.kanga.nu,"0.02, 117.18","0, 1",0,35.185.228.195,"0, 1","5, 0",0.21,"0, 988","21, 22, 80, 8008, 443",195.228.185.35.bc.googleusercontent.com,"0, 1","ssh, http, ftp, https",0,0,0,0,Safe Email
"On Tue, 20 Aug 2002, Joseph S. Barrera III wrote:> I just use the free/adware version of Opera. I mean, half the pagesI just use Mozilla, and don't have to think about ignoring toolbar ads
altogether. I can tell Mozilla to ignore particularly obnoxious ads, and 
businesses who're particularly ""clever"" about making me see them obviously 
don't want me to see them after all (since I leave, and never come back).> I look at have ads on them anways, so I'm pretty good at ignoring them.
> Plus, you can change settings that change what type of ads you get,
> so the ads I get are pretty innocuous. I think I listed books and
> sleeping as my interests :-)I notice Opera tends to ignore my advertisement preferences, so this is 
the core reason why I don't use it. Mozilla does almost everything Opera 
does, minus the obnoxious ad slime, so why use use Opera then?http://xent.com/mailman/listinfo/fork",xent.com,98.72,1,0,69.55.232.243,1,4,0.2,0,"443, 22, 8008, 80",,1,"ssh, http, https",0,0,0,0,Safe Email
"URL: http://www.newsisfree.com/click/-4,8723992,215/
Date: 2002-10-10T03:26:59+01:00New evidence in case of murdered British tourist Peter Falconio.",www.newsisfree.com,42.21,1,1,104.21.22.148,1,5,0.005,994,"80, 8008, 8080, 8443, 443",,1,"http-proxy, http, https-alt, https",0,0,0,0,Safe Email
"begin forwarded text Date: Wed, 02 Oct 2002 01:30:24 -0400 From: ""John S. Denker"" Subject: Re: Optical analog computing? Sender: jsd@no.domain.spam To: ""R. A. Hettinga"" Cc: Digital Bearer Settlement List , cryptography@wasabisystems.com""R. A. Hettinga"" wrote: ... > ""the first computer to crack enigma was optical"" > ""the first synthetic-aperture-radar processor was optical"" > ""but all these early successes were classified -- 100 to 200 projects, > and I probably know of less than half."" > > --> Do these claims compute?! is this really a secret history, or does > this mean holography, of am I just completely out of the loop?1Gimme a break. This is remarkable for its lack of newsworthiness.1) Bletchley Park used optical sensors, which were (and still are) the best way to read paper tape at high speed. You can read about it in the standard accounts, e.g. http://www.picotech.com/applications/colossus.html2) For decades before that, codebreakers were using optical computing in the form of superposed masks to find patterns. You can read about it in Kahn.3) People have been doing opto-electronic computing for decades. There's a lot more to it than just holography. I get 14,000 hits from http://www.google.com/search?q=optical-computing> Optical info is a complex-valued wave (spatial frequency, amplitude and > phase)It isn't right to make it sound like three numbers (frequency, amplitude, and phase); actually there are innumerable frequencies, each of which has its own amplitude and phase.> lenses, refractions, and interference are the computational operators. > (add, copy, multiply, fft, correlation, convolution) of 1D and 2D arrays > > and, of course, massively parallel by default. > > and, of course, allows free-space interconnects.Some things that are hard with wires are easy with light-waves. But most things that are easy with wires are hard with light-waves.> Here's a commercialized effort from israel: a ""space integrating > vector-matric multiplier"" [ A ] B = [ C ] > laser-> 512-gate modulator -> spread over 2D > ""256 Teraflop equivalent"" for one multiply per nanosecond.People were doing smaller versions of that in the 1980s.> Unclassified example: acousto-optic spectrometer, 500 Gflops equivalent > (for 12 watts!) doing continuous FFTs. Launched in 1998 on a 2-year > mission. Submillimeter wave observatory.Not ""FFTs"". FTs. Fourier Transforms. All you need for taking a D=2 Fourier Transform is a lens. It's undergrad physics-lab stuff. I get 6,000 hits from: http://www.google.com/search?q=fourier-optics> Of course, the rest of the talk is about the promise of moving from > optoelectronic to all-optical processors (on all-optical nets & with > optical encryption, & so on).All optical??? No optoelectronics anywhere??? That's medicinal-grade pure snake oil, USP.Photons are well known for not interacting with each other. It's hard to do computing without interactions.--- end forwarded text -- ----------------- R. A. Hettinga The Internet Bearer Underwriting Corporation 44 Farquhar Street, Boston, MA 02131 USA ""... however it may deserve respect for its usefulness and antiquity, [predicting the end of the world] has not been found agreeable to experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'","www.google.com, www.picotech.com","43.24, 44.48",1,"0, 2","104.20.23.157, 142.251.140.68",1,"5, 3","0.0043, 0.0048","996, 994","443, 80, 8008, 8080, 8443, 443, 8008, 80",", sof04s06-in-f4.1e100.net",1,"http, http-proxy, http, https-alt, https, https",0,0,0,0,Safe Email
"I wrote:
> [The bytecode interpreter] may improve non-antialiased rendering, but
> only at the expense of making a mess of antialiased rendering.Then again, perhaps the particular font I'm using just has bad
bytecodes.  That font is ""QuickType II"", grabbed off my Windows
partition, where it was installed by I-have-no-idea-which-application.Anybody else experimenting with bytecode-enabled freetype, presumably
with different fonts?  Do you find the same bad antialiased rendering
that I found, or do other fonts work well?_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",,0.1,0,0,,0,0,,0,,,0,,0,0,0,0,Safe Email
"WE NEED HELP.  We are a 14 year old fortune 500 company, and we have 
grown 1000%!  We cannot keep up.  We are looking for individuals who 
want to work at home, and make a good living.So if you are looking to be employed from home with a career that has
vast opportunities, then go:http://www.lotsonet.com/opportunityand fill out our info form.  NO EXPERIENCE REQUIRED, WE WILL TRAIN YOU.
NO COMMITTMENT IS REQUIRED BY FILLING OUT THE FORM, IT IS FOR INFO
ONLY.http://www.lotsonet.com/opportunityYou want to be independent?  THEN MAKE IT HAPPEN!
HAPPEN!SIMPLY CLICK ON THE LINK BELOW FOR FREE, NO OBLIGATED INFORMATION!
GUARANTEED!http://www.lotsonet.com/opportunity
To be removed from our link simple go to:http://www.lotsonet.com/opportunity/remove.html",,0.08,0,0,,0,0,,0,,,0,,0,0,0,0,Phishing Email
"stuff. Seems to combine elements of Scientology/Xenu and David Icke (http://www.davidicke.com/icke/temp/reptconn.html).- Gordon----- Original Message ----- From: ""Mr. FoRK"" To: Sent: Monday, September 30, 2002 10:11 PM Subject: Dinosaurs Eggs and the Origins of Good and Evil > One of the most bizarre pages I've seen on the Web. At first I thought it > might be some sort of back-story to a RPG, but, nope, it looks like somebody > believes this. > > === > http://www.viking-z.org/r20i.htm > > M09. Dinosaurs Eggs and the Origins of Good and Evil. > DINOSAURS. Reptoid ETs are reported to be 12 foot high crocodiles walking on > their hind legs. This is a description of a dinosaur. It now appears in > Remote Viewing that the Reptoid ETs, dinosaurs and dragons are all linked > together and that they all originated on Earth. The Erideans who are Reptoid > derivatives have a home planet (in the Eridanus system) like all other ETs. > The Reptoids have no reported home planet. They also come over as entities > with little brain who control their bodies directly by spirit. This is a > description of a ghost or disincarnate entity regardless of how people see > them. Thus it could be that the Reptoids, Erideans, Nordics, Anunnaki, but > not the Greys, all have origins on Earth and have a strong link to Earth > even if they choose to live elsewhere. The Greys do not appear to have a > renal or urinary system and this points to them not originating on Earth. > The definitive work on dragons is ""The Flight of Dragons"" by Peter > Dickinson. If dragons did exist in the flesh, they did not survive the long > bow. Targets do not come much bigger. > > Truth is stranger than fiction. Thus the writer's current scenario is that > there were a race of dinosaurs which developed psychic intelligence to guard > their eggs and young, and who probably preferred to live underground. They > survived the wipe out of the dinosaurs 50 million years ago with difficulty. > They evolved into the Erideans and transferred to a more hospitable planet > (for them) possibly with the help of another race of ETs who wanted slaves > but otherwise had no interest in Earth or mind control. > > Thus it appears that the current Reptoids are the Spirits or ghosts of the > dinosaurs. They must have been powerful to survive 50 million years and also > to appear to some people. They have appeared to the writer in remote > viewing. They are living on as vampire entities. Such immortal minds are > contagious and can easily jump race and species barriers. If they can be > encouraged to reincarnate, then the power sources of the black magicians and > mind controllers will disappear. Encouraging them to reincarnate will help > so called immortal minds to disappear as immortal minds have great > difficulty surviving reincarnation. Purging people's dinosaurs should remove > all perverse psychic abilities not under their control. They are a source of > Satanic Guardian Angels and demons. They control us by owning our psi. Thus > if we regain ownership of psi, we must relinquish their control and that of > all other mind controllers. Encourage people to regain ownership of their > psi. > > THE ORIGINS OF LOVE, HATE AND PURE MALICE. The following scenario appears to > hold water and can account for the origins of our Universal Subconscious. > > Dinosaurs laid their eggs and buried them either underground or in piles of > rotting vegetation (a good source of beetles and grubs for young > hatchelings). They did not sit on their eggs to keep them warm, which made > them very vulnerable to drastic climate and temperature change. In order to > keep away predators some at least developed psychic mind control. To do this > they had to capture ownership of the psi of potential predators. This is an > act of hatred and outward looking. While a few dinosaurs did develop the > ability to bear living young, most did not. The dinosaurs got in first and > so their mind control tends to override all other latter minds. They have > become the source of all Satans, devils and demons. > > Birds on the other hand developed the ability to sit on their eggs and keep > them warm. A hen bird normally lays a series of eggs (say one per day) and > only starts sitting when the clutch is completely laid. Thus all eggs tend > to hatch together as they all have an equal period of warmth. This is > primarily an act of love but inward looking. Bearing live young is not > suitable to a bird of the air. A pregnant pigeon would not fly very far. > Antarctic penguins tuck a single egg between their legs to keep it warm, > even if they are standing on ice. > > Mammals developed live bearing of their young which is also primarily an act > of love and inward looking. This is especially true as a mammalian female > can not desert her young in the womb in case of emergency as can a bird > sitting on a nest. > > Dinosaurs developed hate and mind control of others to protect their young, > while birds and mammals developed love. Birds and mammals certainly do hate > all enemies of their young, but this is secondary. > > If one wants to purge the sources of malice of say a black magician, then > purge his dinosaurs and his dinosaur eggs. Unfortunately most of our > religions are based on dinosaur protection of eggs and thus mind control, > regardless of the front they put out to the public. Religion tends to > concentrate on ""How to Brainwash your Neighbour"". Conscious thought has > built many mighty empires, theologies and slave control systems out of using > ""How to care for and protect one's young"" as a foundation. > > Thus the foulest form of abuse possible is to call something ""A load of > dinosaur's eggs"". Purging the dinosaurs and dinosaur's eggs of any entity > tends to purge all malice back to its roots. > > It looks as if mighty immortal minds have built up from small beginnings, > aided and abetted by various occultists and other. As they will insist on > vampiring the living for energy to avoid reincarnation and disturbing the > serenity of the writer, he encourages them to reincarnate. > > ITEMS FOR INSPECTION. For mind control to take place, then someone must take > control or ownership of the target's psi and pleasure centres. Check for the > following. > > Nest of dinosaur's eggs, holy dinosaurs, etc. > Eggs, controllers or owners in peoples psi, pleasure centres, pain killing > hormones, abilities, etc. > Mind machines. > The original engraving or engram. > GOD and SATAN appear to be job titles and not entities in their own right. T > hey appear to be dinosaur engravings or engrams. No doubt dinosaurs were the > first job holders. > TIMETRACKS are worth investigating as our complete history from the start of > time. > > My, our, Man's timetracks, etc. > The time tracks of the Universe, Universal Subconscious, Galactic > Subconscious, etc. > EXTINCT RACES of ETs can cause problems when they live on in vampire mode. > Their virtues may known to channelers but they can also have vices. Whenever > one hears of races which have evolved on to higher planes, suspect that the > higher plane is a vampire one. One may never know what they looked like or > other basic characteristics, which makes linking back a trifle difficult. > Every extinct race, etc. > BLOOD ANCESTORS are also worth investigating as minds can be passed down via > genetic linkages. Some of these can be over 2,000 years old. > Every blood ancestor, ancestral mind, genetic mind, etc. >","www.davidicke.com, www.viking-z.org","51.1, 46.72",1,"0, 2","83.136.65.8, 104.22.58.146",1,"5, 11","0.054, 0.0034","994, 985","110, 21, 22, 993, 80, 995, 8008, 587, 80, 8008, 8080, 8443, 443, 443, 143, 53",", cp8.intrascape.com",1,"ssh, pop3, http-proxy, http, https-alt, https, imaps, ftp, imap, submission, domain, http, pop3s, https",0,0,0,0,Safe Email
